Name,Ticker,Weighting
"MACOM Technology Solutions Holdings, Inc.",MTSI,0.26%
Brink\'s Company,BCO,0.26%
Lancaster Colony Corporation,LANC,0.26%
Synaptics Incorporated,SYNA,0.26%
"Aerojet Rocketdyne Holdings, Inc.",AJRD,0.26%
U.S. Dollar,Other,0.25%
Simply Good Foods Co,SMPL,0.25%
"Kulicke & Soffa Industries, Inc.",KLIC,0.25%
"iRhythm Technologies, Inc.",IRTC,0.25%
AppFolio Inc Class A,APPF,0.25%
"Coca-Cola Consolidated, Inc.",COKE,0.25%
Zurn Elkay Water Solutions Corporation,ZWS,0.25%
"Blackbaud, Inc.",BLKB,0.25%
"Dycom Industries, Inc.",DY,0.25%
"CommVault Systems, Inc.",CVLT,0.25%
"Omnicell, Inc.",OMCL,0.25%
Rogers Corporation,ROG,0.24%
"DigitalOcean Holdings, Inc.",DOCN,0.24%
"Focus Financial Partners, Inc. Class A",FOCS,0.24%
Kosmos Energy Ltd.,KOS,0.24%
"Progyny, Inc.",PGNY,0.24%
"Herc Holdings, Inc.",HRI,0.24%
Sensient Technologies Corporation,SXT,0.24%
LCI Industries,LCII,0.24%
ACADIA Pharmaceuticals Inc.,ACAD,0.24%
Glaukos Corp,GKOS,0.24%
Diodes Incorporated,DIOD,0.24%
H.B. Fuller Company,FUL,0.24%
"Ambarella, Inc.",AMBA,0.24%
"BlackLine, Inc.",BL,0.23%
"GMS, Inc.",GMS,0.23%
"Extreme Networks, Inc.",EXTR,0.23%
"Installed Building Products, Inc.",IBP,0.22%
"Envestnet, Inc.",ENV,0.22%
"Cytokinetics, Incorporated",CYTK,0.22%
Bloom Energy Corporation Class A,BE,0.22%
Prothena Corp. Plc,PRTA,0.22%
Forward Air Corporation,FWRD,0.22%
"Varonis Systems, Inc.",VRNS,0.22%
Korn Ferry,KFY,0.21%
Verra Mobility Corp. Class A,VRRM,0.21%
"Privia Health Group, Inc.",PRVA,0.21%
Hamilton Lane Incorporated Class A,HLNE,0.21%
O-I Glass Inc,OI,0.21%
"Beacon Roofing Supply, Inc.",BECN,0.21%
Rapid7 Inc.,RPD,0.21%
"Inari Medical, Inc.",NARI,0.21%
Avient Corporation,AVNT,0.21%
Progress Software Corporation,PRGS,0.21%
Insmed Incorporated,INSM,0.21%
WD-40 Company,WDFC,0.21%
"ACI Worldwide, Inc.",ACIW,0.21%
STAAR Surgical Company,STAA,0.2%
"Steven Madden, Ltd.",SHOO,0.2%
"Shake Shack, Inc. Class A",SHAK,0.2%
R1 RCM Inc,RCM,0.2%
"Perficient, Inc.",PRFT,0.2%
Select Medical Holdings Corporation,SEM,0.2%
"Cactus, Inc. Class A",WHD,0.2%
Kadant Inc.,KAI,0.2%
"CBIZ, Inc.",CBZ,0.2%
Evolent Health Inc Class A,EVH,0.2%
"Ormat Technologies, Inc.",ORA,0.2%
"Axonics, Inc.",AXNX,0.2%
Murphy Oil Corporation,MUR,0.2%
McGrath RentCorp,MGRC,0.19%
"FormFactor, Inc.",FORM,0.19%
"Axsome Therapeutics, Inc.",AXSM,0.19%
"Revance Therapeutics, Inc.",RVNC,0.19%
Helen of Troy Limited,HELE,0.19%
"Clearway Energy, Inc. Class C",CWEN,0.19%
Yelp Inc,YELP,0.19%
"Energizer Holdings, Inc.",ENR,0.19%
"Inter Parfums, Inc.",IPAR,0.19%
"Cavco Industries, Inc.",CVCO,0.19%
"AeroVironment, Inc.",AVAV,0.19%
"Mueller Water Products, Inc. Class A",MWA,0.19%
"Alarm.com Holdings, Inc.",ALRM,0.19%
"TransMedics Group, Inc.",TMDX,0.19%
J & J Snack Foods Corp.,JJSF,0.19%
"Calix, Inc.",CALX,0.19%
"Intellia Therapeutics, Inc.",NTLA,0.19%
MYR Group Inc.,MYRG,0.18%
"Sprout Social, Inc. Class A",SPT,0.18%
Masonite International Corp.,DOOR,0.18%
ServisFirst Bancshares Inc,SFBS,0.18%
"Kontoor Brands, Inc.",KTB,0.18%
Plexus Corp.,PLXS,0.18%
"Alpha Metallurgical Resources, Inc.",AMR,0.18%
Viavi Solutions Inc,VIAV,0.18%
"EVERTEC, Inc.",EVTC,0.18%
"CSW Industrials, Inc.",CSWI,0.18%
"PTC Therapeutics, Inc.",PTCT,0.18%
"Tanger Factory Outlet Centers, Inc.",SKT,0.18%
OUTFRONT Media Inc.,OUT,0.18%
Materion Corporation,MTRN,0.17%
"MaxLinear, Inc.",MXL,0.17%
"CarGurus, Inc. Class A",CARG,0.17%
"Reata Pharmaceuticals, Inc. Class A",RETA,0.17%
Verint Systems Inc.,VRNT,0.17%
"Boot Barn Holdings, Inc.",BOOT,0.17%
"Impinj, Inc.",PI,0.17%
Belden Inc.,BDC,0.17%
Innospec Inc.,IOSP,0.17%
"Dorman Products, Inc.",DORM,0.17%
"Sonos, Inc.",SONO,0.16%
"Marqeta, Inc. Class A",MQ,0.16%
"NuVasive, Inc.",NUVA,0.16%
Ingevity Corporation,NGVT,0.16%
"Cracker Barrel Old Country Store, Inc.",CBRL,0.16%
"Helios Technologies, Inc.",HLIO,0.16%
"Schrodinger, Inc.",SDGR,0.16%
Corcept Therapeutics Incorporated.,CORT,0.16%
"DigitalBridge Group, Inc. Class A",DBRG,0.16%
"Beam Therapeutics, Inc.",BEAM,0.16%
Innovative Industrial Properties Inc,IIPR,0.16%
"ImmunoGen, Inc.",IMGN,0.16%
CONSOL Energy Inc,CEIX,0.16%
Appian Corporation Class A,APPN,0.15%
Cerevel Therapeutics Holdings Inc,CERE,0.15%
"Remitly Global, Inc.",RELY,0.15%
"Liberty Energy, Inc. Class A",LBRT,0.15%
Sitio Royalties Corp. Class A,STR,0.15%
Patterson Companies Incorporated,PDCO,0.15%
StoneCo Ltd. Class A,STNE,0.15%
LivaNova Plc,LIVN,0.15%
"Northern Oil and Gas, Inc.",NOG,0.15%
"PagerDuty, Inc.",PD,0.15%
Gentherm Incorporated,THRM,0.15%
"Hillenbrand, Inc.",HI,0.14%
Flywire Corp.,FLYW,0.14%
Brady Corporation Class A,BRC,0.14%
"Cal-Maine Foods, Inc.",CALM,0.14%
SiTime Corporation,SITM,0.14%
Quaker Houghton,KWR,0.14%
"Amphastar Pharmaceuticals, Inc.",AMPH,0.14%
Terex Corporation,TEX,0.14%
"Upbound Group, Inc.",UPBD,0.14%
"Stride, Inc.",LRN,0.14%
CorVel Corporation,CRVL,0.14%
"FirstCash Holdings, Inc.",FCFS,0.14%
"Surgery Partners, Inc.",SGRY,0.14%
"XPEL, Inc.",XPEL,0.13%
"Cinemark Holdings, Inc.",CNK,0.13%
"Joby Aviation, Inc.",JOBY,0.13%
"Arch Resources, Inc. Class A",ARCH,0.13%
Credo Technology Group Holding Ltd.,CRDO,0.13%
"John Wiley & Sons, Inc. Class A",WLY,0.13%
"RadNet, Inc.",RDNT,0.13%
"Pacira Biosciences, Inc.",PCRX,0.13%
"Bloomin\' Brands, Inc.",BLMN,0.13%
"PJT Partners, Inc. Class A",PJT,0.13%
Vericel Corporation,VCEL,0.13%
MicroStrategy Incorporated Class A,MSTR,0.13%
"Dave & Buster\'s Entertainment, Inc.",PLAY,0.13%
"Mueller Industries, Inc.",MLI,0.13%
"Patterson-UTI Energy, Inc.",PTEN,0.13%
"ICF International, Inc.",ICFI,0.13%
"Walker & Dunlop, Inc.",WD,0.13%
"Luminar Technologies, Inc. Class A",LAZR,0.13%
St. Joe Company,JOE,0.13%
"Papa John\'s International, Inc.",PZZA,0.13%
"PGT Innovations, Inc.",PGTI,0.13%
Cheesecake Factory Incorporated,CAKE,0.13%
Delek US Holdings Inc,DK,0.13%
Harmonic Inc.,HLIT,0.13%
"Asana, Inc. Class A",ASAN,0.13%
"Oceaneering International, Inc.",OII,0.13%
American States Water Company,AWR,0.12%
"Yext, Inc.",YEXT,0.12%
"Ironwood Pharmaceuticals, Inc. Class A",IRWD,0.12%
Enerpac Tool Group Corp Class A,EPAC,0.12%
Cogent Communications Holdings Inc,CCOI,0.12%
Orion Engineered Carbons SA,OEC,0.12%
"Ameresco, Inc. Class A",AMRC,0.12%
"Clear Secure, Inc. Class A",YOU,0.12%
"CSG Systems International, Inc.",CSGS,0.12%
Alamo Group Inc.,ALG,0.12%
"Cohen & Steers, Inc.",CNS,0.12%
"eXp World Holdings, Inc.",EXPI,0.12%
Enovix Corporation,ENVX,0.12%
CTS Corporation,CTS,0.12%
Veritiv Corp,VRTV,0.12%
"Q2 Holdings, Inc.",QTWO,0.12%
Coursera Inc,COUR,0.12%
"Asbury Automotive Group, Inc.",ABG,0.12%
"NexTier Oilfield Solutions, Inc.",NEX,0.12%
"Energy Recovery, Inc.",ERII,0.12%
Sylvamo Corporation,SLVM,0.11%
"AtriCure, Inc.",ATRC,0.11%
Liberty Media Corp. Series C Liberty Braves,BATRK,0.11%
"Dillard\'s, Inc. Class A",DDS,0.11%
Cushman & Wakefield Plc,CWK,0.11%
Callon Petroleum Company,CPE,0.11%
Moelis & Co. Class A,MC,0.11%
"MGP Ingredients, Inc.",MGPI,0.11%
Otter Tail Corporation,OTTR,0.11%
Aurinia Pharmaceuticals Inc.,AUPH,0.11%
"U.S. Physical Therapy, Inc.",USPH,0.11%
NV5 Global Inc,NVEE,0.11%
"Artisan Partners Asset Management, Inc. Class A",APAM,0.11%
"Zuora, Inc. Class A",ZUO,0.11%
"StepStone Group, Inc. Class A",STEP,0.11%
Middlesex Water Company,MSEX,0.11%
"Morphic Holding, Inc.",MORF,0.11%
"AvidXchange Holdings, Inc.",AVDX,0.11%
"FibroGen, Inc.",FGEN,0.11%
"Agilysys, Inc.",AGYS,0.11%
Dynavax Technologies Corporation,DVAX,0.11%
"H&E Equipment Services, Inc.",HEES,0.11%
"BRP Group, Inc. Class A",BRP,0.11%
"Brinker International, Inc.",EAT,0.11%
Lindsay Corporation,LNN,0.11%
"Palomar Holdings, Inc.",PLMR,0.11%
Semtech Corporation,SMTC,0.11%
"Apollo Medical Holdings, Inc.",AMEH,0.1%
Embecta Corporation,EMBC,0.1%
"PDF Solutions, Inc.",PDFS,0.1%
"Model N, Inc.",MODN,0.1%
"Construction Partners, Inc. Class A",ROAD,0.1%
"LeMaitre Vascular, Inc.",LMAT,0.1%
"Compass Minerals International, Inc.",CMP,0.1%
Lakeland Financial Corporation,LKFN,0.1%
Kforce Inc.,KFRC,0.1%
"Sterling Infrastructure, Inc.",STRL,0.1%
"NAPCO Security Technologies, Inc.",NSSC,0.1%
"Chegg, Inc.",CHGG,0.1%
"Sally Beauty Holdings, Inc.",SBH,0.1%
Chesapeake Utilities Corporation,CPK,0.1%
Vicor Corporation,VICR,0.1%
"Malibu Boats, Inc. Class A",MBUU,0.1%
"MGE Energy, Inc.",MGEE,0.1%
"indie Semiconductor, Inc. Class A",INDI,0.09%
"SMART Global Holdings, Inc.",SGH,0.09%
"PriceSmart, Inc.",PSMT,0.09%
"Wolverine World Wide, Inc.",WWW,0.09%
HNI Corporation,HNI,0.09%
Wabash National Corporation,WNC,0.09%
"Red Rock Resorts, Inc. Class A",RRR,0.09%
"Shutterstock, Inc.",SSTK,0.09%
"Camping World Holdings, Inc. Class A",CWH,0.09%
Constellium SE Class A,CSTM,0.09%
Gulfport Energy Corp,GPOR,0.09%
Redfin Corporation,RDFN,0.09%
"Avantax, Inc.",AVTA,0.09%
Nextracker Inc. Class A,NXT,0.09%
"PBF Energy, Inc. Class A",PBF,0.09%
Uranium Energy Corp.,UEC,0.09%
"SeaWorld Entertainment, Inc.",SEAS,0.09%
"Catalyst Pharmaceuticals, Inc.",CPRX,0.09%
"Stock Yards Bancorp, Inc.",SYBT,0.09%
"ZipRecruiter, Inc. Class A",ZIP,0.09%
"Outset Medical, Inc.",OM,0.09%
National Beverage Corp.,FIZZ,0.09%
"Arvinas, Inc.",ARVN,0.09%
Open Lending Corporation Class A,LPRO,0.09%
Novagold Resources Inc,NG,0.09%
"Silk Road Medical, Inc.",SILK,0.09%
"Rocket Lab USA, Inc.",RKLB,0.09%
Heska Corporation,HSKA,0.09%
Kaiser Aluminum Corporation,KALU,0.09%
BancFirst Corporation,BANF,0.09%
"MicroVision, Inc.",MVIS,0.09%
"LegalZoom.com, Inc.",LZ,0.09%
"UFP Technologies, Inc.",UFPT,0.09%
Bancorp Inc,TBBK,0.09%
"BioCryst Pharmaceuticals, Inc.",BCRX,0.09%
Par Pacific Holdings Inc,PARR,0.09%
ePlus inc.,PLUS,0.09%
Montrose Environmental Group Inc,MEG,0.09%
"Avid Bioservices, Inc.",CDMO,0.08%
"Trupanion, Inc.",TRUP,0.08%
Fisker Inc Class A,FSR,0.08%
"Clearway Energy, Inc. Class A",CWEN.A,0.08%
Payoneer Global Inc.,PAYO,0.08%
"Upwork, Inc.",UPWK,0.08%
"InterDigital, Inc.",IDCC,0.08%
"Alphatec Holdings, Inc.",ATEC,0.08%
"Talos Energy, Inc.",TALO,0.08%
"Oxford Industries, Inc.",OXM,0.08%
"Goosehead Insurance, Inc. Class A",GSHD,0.08%
Compass Inc Class A,COMP.EQ,0.08%
"NexPoint Residential Trust, Inc.",NXRT,0.08%
Veeco Instruments Inc.,VECO,0.08%
"Everbridge, Inc.",EVBG,0.08%
"SI-BONE, Inc.",SIBN,0.08%
"Warby Parker, Inc. Class A",WRBY,0.08%
"Photronics, Inc.",PLAB,0.08%
"TechTarget, Inc.",TTGT,0.08%
"Fluence Energy, Inc. Class A",FLNC,0.08%
"Zentalis Pharmaceuticals, Inc.",ZNTL,0.08%
"BridgeBio Pharma, Inc.",BBIO,0.08%
"Treace Medical Concepts, Inc.",TMCI,0.08%
Zeta Global Holdings Corp. Class A,ZETA,0.08%
"WisdomTree, Inc.",WT,0.08%
"Marten Transport, Ltd.",MRTN,0.08%
Geron Corporation,GERN,0.08%
Huron Consulting Group Inc.,HURN,0.08%
"ACV Auctions, Inc. Class A",ACVA,0.08%
iRobot Corporation,IRBT,0.08%
"Krystal Biotech, Inc.",KRYS,0.07%
POINT Biopharma Global Inc.,PNT,0.07%
"Comstock Resources, Inc.",CRK,0.07%
"Paragon 28, Inc.",FNA,0.07%
"Apogee Enterprises, Inc.",APOG,0.07%
"Lightwave Logic, Inc.",LWLG,0.07%
"Monarch Casino & Resort, Inc.",MCRI,0.07%
"Buckle, Inc.",BKE,0.07%
Biohaven Ltd.,BHVN,0.07%
"Sweetgreen, Inc. Class A",SG,0.07%
Infinera Corporation,INFN,0.07%
"Harmony Biosciences Holdings, Inc.",HRMY,0.07%
GrafTech International Ltd.,EAF,0.07%
SunPower Corporation,SPWR,0.07%
"UTZ Brands, Inc. Class A",UTZ,0.07%
"Marcus & Millichap, Inc.",MMI,0.07%
"AvePoint, Inc. Class A",AVPT,0.07%
Cimpress Plc,CMPR,0.07%
"Ventyx Biosciences, Inc.",VTYX,0.07%
"Shyft Group, Inc.",SHYF,0.07%
PROCEPT BioRobotics Corp.,PRCT,0.07%
"Medifast, Inc.",MED,0.07%
"Cassava Sciences, Inc.",SAVA,0.07%
Equitrans Midstream Corporation,ETRN,0.07%
"Innoviva, Inc.",INVA,0.07%
"Travere Therapeutics, Inc.",TVTX,0.07%
"Hims & Hers Health, Inc. Class A",HIMS,0.07%
"N-able, Inc.",NABL,0.07%
"Digital Turbine, Inc.",APPS,0.07%
Commercial Metals Company,CMC,0.07%
"FIGS, Inc. Class A",FIGS,0.07%
"Cytek Biosciences, Inc.",CTKB,0.07%
"Golden Entertainment, Inc.",GDEN,0.07%
"Caleres, Inc.",CAL,0.07%
"CommScope Holding Co., Inc.",COMM,0.07%
RBC Bearings Incorporated,RBC,0.07%
"Sturm, Ruger & Company, Inc.",RGR,0.06%
"Udemy, Inc.",UDMY,0.06%
"Myers Industries, Inc.",MYE,0.06%
Herbalife Ltd.,HLF,0.06%
"Simulations Plus, Inc.",SLP,0.06%
"Everi Holdings, Inc.",EVRI,0.06%
Nevro Corp.,NVRO,0.06%
Ranger Oil Corporation Class A,ROCC,0.06%
"Douglas Dynamics, Inc.",PLOW,0.06%
MRC Global Inc.,MRC,0.06%
"Collegium Pharmaceutical, Inc.",COLL,0.06%
Stem Inc,STEM,0.06%
"CRA International, Inc.",CRAI,0.06%
Nabors Industries Ltd.,NBR,0.06%
"UMH Properties, Inc.",UMH,0.06%
"LSB Industries, Inc.",LXU,0.06%
"Arlo Technologies, Inc.",ARLO,0.06%
"Nu Skin Enterprises, Inc. Class A",NUS,0.06%
California Water Service Group,CWT,0.06%
Inhibrx Inc,INBX,0.06%
"Chefs\' Warehouse, Inc.",CHEF,0.06%
"Vital Energy, Inc.",VTLE,0.06%
OneSpaWorld Holdings Ltd.,OSW,0.06%
"CVR Energy, Inc.",CVI,0.06%
"CryoPort, Inc.",CYRX,0.06%
SP Plus Corporation,SP,0.06%
"Franchise Group, Inc. Class A",FRG,0.06%
"Keros Therapeutics, Inc.",KROS,0.06%
"Viridian Therapeutics, Inc.",VRDN,0.06%
OrthoPediatrics Corp.,KIDS,0.06%
"Globalstar, Inc.",GSAT,0.06%
"A10 Networks, Inc.",ATEN,0.06%
"B. Riley Financial, Inc.",RILY,0.06%
"Beyond Meat, Inc.",BYND,0.06%
"PubMatic, Inc. Class A",PUBM,0.06%
"International Money Express, Inc.",IMXI,0.06%
Griffon Corporation,GFF,0.06%
DocGo Inc.,DCGO,0.06%
Atrion Corporation,ATRI,0.06%
"Dine Brands Global, Inc.",DIN,0.06%
"USANA Health Sciences, Inc.",USNA,0.06%
"Janus International Group, Inc.",JBI,0.06%
Allegiant Travel Company,ALGT,0.06%
"Vita Coco Company, Inc.",COCO,0.06%
"Xometry, Inc. Class A",XMTR,0.06%
"PROS Holdings, Inc.",PRO,0.06%
"Phreesia, Inc.",PHR,0.06%
Energy Fuels Inc.,EFR,0.06%
"ForgeRock, Inc. Class A",FORG,0.05%
"Aclaris Therapeutics, Inc.",ACRS,0.05%
"Arcturus Therapeutics Holdings, Inc.",ARCT,0.05%
"M.D.C. Holdings, Inc.",MDC,0.05%
"AbCellera Biologics, Inc.",ABCL,0.05%
"Hawkins, Inc.",HWKN,0.05%
"Alignment Healthcare, Inc.",ALHC,0.05%
Borr Drilling Limited,BORR,0.05%
Agenus Inc.,AGEN,0.05%
"BrightSphere Investment Group, Inc.",BSIG,0.05%
ArcBest Corporation,ARCB,0.05%
Taylor Morrison Home Corporation,TMHC,0.05%
Boise Cascade Co.,BCC,0.05%
ARKO Corp,ARKO,0.05%
"Live Oak Bancshares, Inc.",LOB,0.05%
PureCycle Technologies Inc,PCT,0.05%
"Barrett Business Services, Inc.",BBSI,0.05%
"Transcat, Inc.",TRNS,0.05%
"Portillo\'s, Inc. Class A",PTLO,0.05%
KB Home,KBH,0.05%
"Insteel Industries, Inc.",IIIN,0.05%
"Earthstone Energy, Inc. Class A",ESTE,0.05%
"John B. Sanfilippo & Son, Inc.",JBSS,0.05%
"Diversey Holdings, Ltd.",DSEY,0.05%
"Ruth\'s Hospitality Group, Inc.",RUTH,0.05%
EngageSmart Inc,ESMT,0.05%
"Sun Country Airlines Holdings, Inc.",SNCY,0.05%
Tennant Company,TNC,0.05%
"Guess?, Inc.",GES,0.05%
Beauty Health Company Class A,SKIN,0.05%
Amplitude Inc Class A,AMPL,0.05%
"CEVA, Inc.",CEVA,0.05%
Tellurian Inc.,TELL,0.05%
"Revolve Group, Inc Class A",RVLV,0.05%
Universal Health Realty Income Trust,UHT,0.05%
"ADTRAN Holdings, Inc.",ADTN,0.05%
Anavex Life Sciences Corp.,AVXL,0.05%
Addus HomeCare Corporation,ADUS,0.05%
"Ziff Davis, Inc.",ZD,0.05%
York Water Company,YORW,0.05%
BigCommerce Holdings Inc,BIGC,0.05%
"Vimeo, Inc.",VMEO,0.05%
SunOpta Inc.,STKL,0.05%
"Sinclair, Inc. Class A",SBGI,0.05%
Noble Corporation PLC Class A,NOBLE,0.05%
"RxSight, Inc.",RXST,0.05%
International Game Technology PLC,IGT,0.05%
"FuelCell Energy, Inc.",FCEL,0.05%
"Clearfield, Inc.",CLFD,0.05%
Sapiens International Corporation NV,SPNS,0.05%
"TTEC Holdings, Inc.",TTEC,0.05%
Twist Bioscience Corp.,TWST,0.05%
"Duckhorn Portfolio, Inc.",NAPA,0.05%
Planet Labs PBC Class A,PL,0.05%
Theravance Biopharma Inc,TBPH,0.05%
"Mesa Laboratories, Inc.",MLAB,0.05%
"Intapp, Inc.",INTA,0.05%
National Research Corporation,NRC,0.05%
Ocular Therapeutix Inc,OCUL,0.05%
"RCI Hospitality Holdings, Inc.",RICK,0.05%
Kiniksa Pharmaceuticals Ltd. Class A,KNSA,0.04%
"Montauk Renewables, Inc.",MNTK,0.04%
"i3 Verticals, Inc. Class A",IIIV,0.04%
Moog Inc. Class A,MOG.A,0.04%
"Mastercraft Boat Holdings, Inc.",MCFT,0.04%
"Agiliti, Inc.",AGTI,0.04%
"RPC, Inc.",RES,0.04%
Target Hospitality Corp.,TH,0.04%
Allied Motion Technologies Inc.,AMOT,0.04%
"Artivion, Inc.",AORT,0.04%
"Couchbase, Inc.",BASE,0.04%
"Tootsie Roll Industries, Inc.",TR,0.04%
"Triumph Financial, Inc.",TFIN,0.04%
Brookfield Business Corp. Class A,BBUC,0.04%
VIZIO Holding Corp. Class A,VZIO,0.04%
Alpha and Omega Semiconductor Limited,AOSL,0.04%
"Matterport, Inc. Class A",MTTR,0.04%
"Healthcare Services Group, Inc.",HCSG,0.04%
"Dream Finders Homes, Inc. Class A",DFH,0.04%
Franklin Covey Co.,FC,0.04%
"Ultra Clean Holdings, Inc.",UCTT,0.04%
"Alector, Inc.",ALEC,0.04%
"Accel Entertainment, Inc. Class A",ACEL,0.04%
"Domo, Inc. Class B",DOMO,0.04%
Acushnet Holdings Corp.,GOLF,0.04%
Virgin Galactic Holdings Inc,SPCE,0.04%
EnerSys,ENS,0.04%
"Chico\'s FAS, Inc.",CHS,0.04%
Alkami Technology Inc,ALKT,0.04%
"Titan International, Inc.",TWI,0.04%
"Avid Technology, Inc.",AVID,0.04%
Gladstone Commercial Corporation,GOOD,0.04%
"MeridianLink, Inc.",MLNK,0.04%
"Calavo Growers, Inc.",CVGW,0.04%
"JELD-WEN Holding, Inc.",JELD,0.04%
Community Healthcare Trust Incorporated,CHCT,0.04%
"Sovos Brands, Inc.",SOVO,0.04%
"Mirum Pharmaceuticals, Inc.",MIRM,0.04%
Digi International Inc.,DGII,0.04%
"Amkor Technology, Inc.",AMKR,0.04%
"Glacier Bancorp, Inc.",GBCI,0.04%
IMAX Corporation,IMAX,0.04%
Denny\'s Corporation,DENN,0.04%
"Grid Dynamics Holdings, Inc. Class A",GDYN,0.04%
"Diamond Hill Investment Group, Inc.",DHIL,0.04%
Central Garden & Pet Company Class A,CENTA,0.04%
"Eventbrite, Inc. Class A",EB,0.04%
Albany International Corp. Class A,AIN,0.04%
"Funko, Inc. Class A",FNKO,0.03%
"Revolution Medicines, Inc.",RVMD,0.03%
Lovesac Company,LOVE,0.03%
NeoGames SA,NGMS,0.03%
"RAPT Therapeutics, Inc.",RAPT,0.03%
"ADMA Biologics, Inc.",ADMA,0.03%
"Green Brick Partners, Inc.",GRBK,0.03%
"NextGen Healthcare, Inc.",NXGN,0.03%
"Hudson Technologies, Inc.",HDSN,0.03%
